gene_name	difference	logpval	significant
ACOX3	-1.43185671170553	2.75046695122718	+
ACP1	0.806975682576497	1.71287220672653	NA
ACP2	-1.2761876666666667	NA	NA
ACP6	-1.6401276666666667	NA	NA
ACSF2	0.04470174666666667	NA	NA
ACSF3	-1.9137943333333334	NA	NA
ACSL1	0.2566950233333333	NA	NA
ACSL3	0.38130203333333335	NA	NA
ACSS2	0.4099047333333333	NA	NA
ACTA1	0.2747936	NA	NA
ACTA2	-1.1021610333333334	NA	NA
ACTB	0.48484356666666667	NA	NA
ACTG1	0.8034201000000001	NA	NA
ACTL6A	0.25546487	NA	NA
ACTN1	-0.4624840333333333	NA	NA
ACTN4	-0.09415865066666668	NA	NA
ACTR10	0.1445981	NA	NA
ACTR1A	-0.17260296666666666	NA	NA
ACTR1B	-0.28964234666666666	NA	NA
ACTR2	1.15761311848958	1.00460099096103	NA
ACTR3	0.9186030333333333	NA	NA
ACTR3B	-0.7483902666666666	NA	NA
ACTR3C	-0.6830211333333334	NA	NA
ACTR5	-1.1673580000000001	NA	NA
ACTR6	1.613847	NA	NA
ACTR8	0.46704666666666667	NA	NA
ACVR1	0.29773059	NA	NA
ACVR1B	0.22763459666666666	NA	NA
ACY1	-0.7726408	NA	NA
ACYP1	1.89987905820211	2.24070132171912	+
ACYP2	0.763186673323313	2.55607293805313	+
ADA	0.3657994333333333	NA	NA
ADAM10	1.0636906333333334	NA	NA
ADAM15	-0.35168679999999997	NA	NA
ADAM17	-0.047808399999999994	NA	NA
ADAM22	0.05315433333333334	NA	NA
ADAM9	0.7006046333333334	NA	NA
ADAMTSL5	-0.7360879666666666	NA	NA
ADAP1	0.2857458666666667	NA	NA
ADAP2	-0.20884266666666668	NA	NA
ADAR	-0.2376199	NA	NA
ADARB1	-0.5843491333333334	NA	NA
ADAT1	-1.2863537	NA	NA
ADCK1	-1.1280363333333334	NA	NA
ADCK2	-0.6506849	NA	NA
ADCK3	0.388060649236043	1.70320595386922	NA
ADCK4	-0.8710824	NA	NA
ADCK5	-0.7607902333333333	NA	NA
ADCY1	0.24499396666666667	NA	NA
ADCY3	-1.779048	NA	NA
ADCY5	-1.49699	NA	NA
ADCY6	-0.14787801433333334	NA	NA
ADCY7	-0.40792333333333336	NA	NA
ADCY9	-0.37471303333333333	NA	NA
ADD1	-0.6686270333333334	NA	NA
ADH5	0.5692676	NA	NA
ADI1	0.09912570666666666	NA	NA
ADIPOR1	0.9511225666666666	NA	NA
ADIPOR2	0.18245778999999998	NA	NA
ADIRF	0.02797809666666666	NA	NA
ADK	0.8456479666666666	NA	NA
ADM	-2.8314536666666665	NA	NA
ADM2	-1.1146309666666667	NA	NA
ADNP	0.0013669999999999978	NA	NA
ADNP2	1.6198173333333332	NA	NA
ADO	0.8085496333333333	NA	NA
ADORA1	-2.3329096666666667	NA	NA
ADORA2B	-1.1496466666666667	NA	NA
ADPGK	-0.12093209433333334	NA	NA
ADPRHL1	-1.5607603333333333	NA	NA
ADPRHL2	-0.37258423333333335	NA	NA
ADPRM	1.084043	NA	NA
ADRA2C	0.6342832333333334	NA	NA
ADRBK1	0.6915918666666666	NA	NA
ADRM1	-0.007385890333333333	NA	NA
ADSL	-0.892165	NA	NA
ADSS	0.9947023333333334	NA	NA
ADSSL1	-0.2978166	NA	NA
AEBP2	1.0234436666666666	NA	NA
AEN	1.1469746666666667	NA	NA
AES	0.4536716333333333	NA	NA
AFAP1	0.46803833	NA	NA
AFF4	0.8050237	NA	NA
AFG3L1P	-0.47754243333333335	NA	NA
AFG3L2	0.008536023333333332	NA	NA
AFMID	0.8612547666666667	NA	NA
AFTPH	1.4846543666666667	NA	NA
AGA	-0.143693208694458	0.21808458324606	NA
AGAP1	0.5924503333333333	NA	NA
AGAP2	-0.9424725333333333	NA	NA
AGAP2-AS1	-0.0772238	NA	NA
AGAP3	0.7135342	NA	NA
AGBL5	0.4455982666666667	NA	NA
AGFG1	0.44682203333333337	NA	NA
AGFG2	-0.40091436666666663	NA	NA
AGGF1	0.1103191	NA	NA
AGK	-0.056722638900000004	NA	NA
AGMAT	0.032829670000000005	NA	NA
AGO1	-0.4893883	NA	NA
AGO2	1.3533026666666668	NA	NA
AGPAT1	-0.07907366	NA	NA
AGPAT2	0.05043968333333332	NA	NA
AGPAT3	-0.9644457333333333	NA	NA
AGPAT5	-0.6959282333333333	NA	NA
AGPAT6	-0.49035333333333336	NA	NA
AGR2	-1.1625239333333333	NA	NA
AGRN	-0.5168703333333333	NA	NA
AGTRAP	-0.17628113333333334	NA	NA
AHCY	0.0021076066666666595	NA	NA
AHCYL1	0.38343906666666666	NA	NA
AHCYL2	0.6332453333333333	NA	NA
AHDC1	-0.3270513	NA	NA
AHNAK	-0.39995018641154	1.27655850518657	NA
AHSA1	-0.0056268383333333335	NA	NA
AHSA2	-0.33203033	NA	NA
AIDA	1.3946152666666667	NA	NA
AIF1L	-0.39752403333333336	NA	NA
AIFM1	0.011580476666666669	NA	NA
AIFM2	0.6848876333333334	NA	NA
AIG1	-0.5096712999999999	NA	NA
AIM1	-0.6025780333333333	NA	NA
AIM1L	-0.10976580333333333	NA	NA
AIMP1	1.0367583333333332	NA	NA
AIMP2	-1.3282593333333332	NA	NA
AIP	0.5585003	NA	NA
AJUBA	0.5813917	NA	NA
AK1	0.167554299036662	0.897489520109126	NA
AK2	-0.24451382	NA	NA
AK3	2.1141236666666665	NA	NA
AK4	-0.934515714645386	2.52878575104276	+
AK6	1.6795316666666666	NA	NA
AK7	-0.013135566666666654	NA	NA
AKAP1	-0.8355062666666667	NA	NA
AKAP10	0.9811200333333333	NA	NA
AKAP13	-0.42091436666666665	NA	NA
AKAP17A	1.4649526666666666	NA	NA
AKAP8	0.16851671999999998	NA	NA
AKAP8L	0.6920919666666666	NA	NA
AKIP1	0.211363	NA	NA
AKIRIN1	0.9186690333333334	NA	NA
AKIRIN2	0.14822937333333333	NA	NA
AKNA	-0.33167416666666666	NA	NA
AKR1A1	0.33129723333333333	NA	NA
AKR7A2	-0.07023625666666666	NA	NA
AKR7A2P1	0.09994546	NA	NA
AKT1	-0.205434958140055	1.32169707437922	NA
AKT1S1	-0.4379611	NA	NA
AKT2	-0.04579798400000001	NA	NA
AKTIP	0.6137911	NA	NA
ALAD	0.4129639666666667	NA	NA
ALAS1	-0.6631846666666666	NA	NA
ALCAM	0.9164630666666667	NA	NA
ALDH16A1	-0.3748562386666667	NA	NA
ALDH18A1	-0.10647867666666666	NA	NA
ALDH1B1	-1.0859513333333333	NA	NA
ALDH3A2	0.4970156	NA	NA
ALDH3B1	-0.9152123333333333	NA	NA
ALDH3B2	-0.5581863	NA	NA
ALDH4A1	0.009029306666666665	NA	NA
ALDH5A1	-0.36625653333333336	NA	NA
ALDH6A1	0.8017676666666667	NA	NA
ALDH7A1	0.15656303333333332	NA	NA
ALDH9A1	-0.13367359	NA	NA
ALDOA	-0.7736333333333334	NA	NA
ALDOC	-0.5678277333333334	NA	NA
ALG1	-1.3745973333333332	NA	NA
ALG12	-0.8486148666666666	NA	NA
ALG13	-0.04127434666666668	NA	NA
ALG14	-0.6654329666666666	NA	NA
ALG1L	-0.7106146	NA	NA
ALG2	-0.9375605333333333	NA	NA
ALG3	-0.12457925333333333	NA	NA
ALG5	-1.3968096666666667	NA	NA
ALG6	-0.994604	NA	NA
ALG8	-1.774507	NA	NA
ALG9	-0.9169152666666667	NA	NA
ALKBH1	0.6674696666666666	NA	NA
ALKBH2	0.06691089666666666	NA	NA
ALKBH3	-0.02928868666666667	NA	NA
ALKBH4	0.15752474333333333	NA	NA
ALKBH5	0.12997436333333334	NA	NA
ALKBH6	-0.6462880333333334	NA	NA
ALKBH7	0.36300533333333335	NA	NA
ALOX15	-0.004092003333333333	NA	NA
ALS2	1.1575713333333333	NA	NA
ALYREF	0.4207377333333333	NA	NA
AMACR	0.4064642333333333	NA	NA
AMBRA1	0.9256954000000001	NA	NA
AMD1	0.038299966666666664	NA	NA
AMDHD2	0.14385461666666666	NA	NA
AMFR	0.643940687179565	2.02980896069675	NA
AMMECR1	-0.14110803333333333	NA	NA
AMMECR1L	0.5582859666666666	NA	NA
AMOTL1	0.0029493333333333407	NA	NA
AMOTL2	2.8950733333333334	NA	NA
AMPD2	-0.09974591666666667	NA	NA
AMZ1	-0.825283	NA	NA
AMZ2	0.44560336666666667	NA	NA
ANAPC1	-0.41598466666666667	NA	NA
ANAPC10	1.686359	NA	NA
ANAPC11	0.5143923666666667	NA	NA
ANAPC13	1.0483404	NA	NA
ANAPC15	0.19109789	NA	NA
ANAPC16	0.6667817333333333	NA	NA
ANAPC2	-1.4895633333333334	NA	NA
ANAPC4	0.3496346	NA	NA
ANAPC5	-0.34755756666666665	NA	NA
ANAPC7	-0.2213433	NA	NA
ANG	-0.016766000000000003	NA	NA
ANGEL1	0.08912992066666667	NA	NA
ANGPTL4	-2.831561333333333	NA	NA
ANKFY1	-1.40641283988953	2.13979170371044	+
ANKH	-0.8236776333333333	NA	NA
ANKHD1	1.8884516666666666	NA	NA
ANKIB1	0.6344653333333334	NA	NA
ANKLE2	0.32950972333333334	NA	NA
ANKMY2	0.24693626333333335	NA	NA
ANKRA2	0.6681668666666667	NA	NA
ANKRD10	0.6302802333333334	NA	NA
ANKRD11	0.7148336333333334	NA	NA
ANKRD13A	0.15569376666666668	NA	NA
ANKRD13B	-0.031088035333333333	NA	NA
ANKRD13D	1.1298014	NA	NA
ANKRD16	-1.270681	NA	NA
ANKRD17	-0.609104	NA	NA
ANKRD19P	0.37777103333333334	NA	NA
ANKRD27	0.5698660333333334	NA	NA
ANKRD28	0.39795353333333333	NA	NA
ANKRD39	1.4474603333333333	NA	NA
ANKRD40	0.7562173333333333	NA	NA
ANKRD46	0.846938	NA	NA
ANKRD50	0.74065433	NA	NA
ANKRD52	-1.1633963	NA	NA
ANKRD54	0.3895583	NA	NA
ANKRD9	1.0243786	NA	NA
ANKS1A	-0.5838523666666666	NA	NA
ANKS3	0.1789934	NA	NA
ANKS6	-1.166434	NA	NA
ANKZF1	-0.449470678965251	1.06516376133574	NA
ANLN	1.6814743333333335	NA	NA
ANO10	-0.672275	NA	NA
ANO6	-0.05999796666666667	NA	NA
ANO8	0.20169747000000002	NA	NA
ANO9	-0.8506158666666667	NA	NA
ANP32A	-0.03347191333333333	NA	NA
ANP32AP1	-0.05903227666666666	NA	NA
ANP32B	0.544497	NA	NA
ANP32C	0.02420603333333334	NA	NA
ANP32D	0.025449633333333343	NA	NA
ANP32E	1.27130929629008	1.25276938002767	NA
ANTXR1	-1.1727973999999999	NA	NA
ANXA11	-0.5879933	NA	NA
ANXA2	-0.24713596666666665	NA	NA
ANXA2P1	-0.5385183	NA	NA
ANXA2P2	-0.39010574333333337	NA	NA
ANXA2P3	-0.2074957	NA	NA
ANXA2R	1.3390376333333334	NA	NA
ANXA4	0.0057859500000000015	NA	NA
ANXA5	0.31876913333333334	NA	NA
ANXA6	-0.09473913333333334	NA	NA
ANXA7	0.667641	NA	NA
ANXA9	-0.10897305	NA	NA
AP1AR	1.3040189666666666	NA	NA
AP1B1	-0.05984528333333334	NA	NA
AP1G1	-0.1730319733333333	NA	NA
AP1G2	-1.50816	NA	NA
AP1M1	0.030313029999999998	NA	NA
AP1M2	0.036380116	NA	NA
AP1S1	0.2225105	NA	NA
AP1S3	1.1384302666666666	NA	NA
AP2A1	0.21109816666666667	NA	NA
AP2A2	-0.8237507333333334	NA	NA
AP2B1	-0.012436546666666668	NA	NA
AP2M1	-0.007486350000000001	NA	NA
AP2S1	0.364903767903646	1.42596095820471	NA
AP3B1	0.5656209666666667	NA	NA
AP3D1	-0.4279969666666667	NA	NA
AP3M1	0.28546933333333335	NA	NA
AP3M2	0.08426266666666667	NA	NA
AP3S1	0.7311090666666666	NA	NA
AP3S2	0.8430266333333334	NA	NA
AP4B1	-0.6281875	NA	NA
AP4B1-AS1	-1.0955526333333334	NA	NA
AP4E1	-0.49782923333333334	NA	NA
AP4M1	-0.011549000000000009	NA	NA
AP5B1	-1.2321343333333332	NA	NA
AP5M1	-0.5805167	NA	NA
AP5S1	-1.0789336666666667	NA	NA
AP5Z1	-0.316394686698914	0.869525621938358	NA
APBA3	0.387636	NA	NA
APBB2	-0.13943066666666667	NA	NA
APEH	-0.4564074	NA	NA
APEX1	-0.09682862333333334	NA	NA
APEX2	0.08388915	NA	NA
APH1A	-0.010741073333333332	NA	NA
APH1B	-0.25923633333333335	NA	NA
API5	0.11129409999999999	NA	NA
APIP	0.761012	NA	NA
APITD1	0.19382639666666668	NA	NA
APLP1	-0.5385656333333333	NA	NA
APLP2	0.24610456666666666	NA	NA
APMAP	0.1731359	NA	NA
APOA1BP	-0.264796574910482	1.51960061064817	NA
APOBEC3B	1.0358556666666667	NA	NA
APOBEC3F	-0.7290756666666667	NA	NA
APOBEC3H	-0.5628645999999999	NA	NA
APOC1	-0.5548746666666666	NA	NA
APOE	0.4029651	NA	NA
APOL2	-0.4324676	NA	NA
APOO	-0.03501128333333334	NA	NA
APOOL	0.67567222	NA	NA
APOOP5	0.0350283374	NA	NA
APOPT1	0.42086060000000003	NA	NA
APP	0.0583526293436686	0.425364144501441	NA
APPBP2	-0.11730560000000002	NA	NA
APPL2	-0.19195174666666667	NA	NA
APRT	-0.033126806666666675	NA	NA
APTR	1.0659563666666667	NA	NA
APTX	0.444762627283732	1.87570731035947	NA
AQP3	0.2862016333333333	NA	NA
AQR	-0.24238961333333334	NA	NA
ARAF	-0.05327607333333333	NA	NA
ARAP1	-0.31509033333333336	NA	NA
ARC	0.9781964333333334	NA	NA
ARCN1	0.8310301333333334	NA	NA
AREG	-0.5881982333333333	NA	NA
AREL1	-0.8864150000000001	NA	NA
ARF1	0.7111875	NA	NA
ARF3	0.12228663333333334	NA	NA
ARF4	0.6365335666666667	NA	NA
ARF5	0.3310988933333333	NA	NA
ARF6	1.7930186666666668	NA	NA
ARFGAP1	-0.6703507	NA	NA
ARFGAP2	0.018412590333333333	NA	NA
ARFGAP3	1.4405973333333333	NA	NA
ARFGEF2	0.5811623666666667	NA	NA
ARFIP1	1.6701553333333332	NA	NA
ARFIP2	0.13497573	NA	NA
ARFRP1	-0.3899817333333333	NA	NA
ARG2	0.9457923333333333	NA	NA
ARGLU1	0.2425939	NA	NA
ARHGAP1	-0.5669671666666667	NA	NA
ARHGAP10	-0.05878033666666666	NA	NA
ARHGAP11A	2.0424112666666665	NA	NA
ARHGAP11B	1.9158566666666665	NA	NA
ARHGAP12	1.2280966666666666	NA	NA
ARHGAP17	-0.2903580666666667	NA	NA
ARHGAP19	1.7306063333333332	NA	NA
ARHGAP21	0.3850791333333334	NA	NA
ARHGAP27	-0.32312726666666663	NA	NA
ARHGAP32	0.11542063333333334	NA	NA
ARHGAP33	1.8256526666666668	NA	NA
ARHGAP35	0.6124901	NA	NA
ARHGAP39	-0.6993223	NA	NA
ARHGAP4	-0.3386697	NA	NA
ARHGAP44	0.4691266	NA	NA
ARHGAP8	0.33357603333333335	NA	NA
ARHGDIA	-0.14842160000000001	NA	NA
ARHGDIG	-0.24604986666666667	NA	NA
ARHGEF1	-0.0405091444651286	0.289388727613621	NA
ARHGEF10	-1.341538	NA	NA
ARHGEF10L	-1.1530216666666666	NA	NA
ARHGEF11	-0.585822343826294	1.12378038111241	NA
ARHGEF12	0.5234233433333333	NA	NA
ARHGEF16	-0.14064065333333334	NA	NA
ARHGEF17	-1.1206132333333334	NA	NA
ARHGEF18	0.2712486333333333	NA	NA
ARHGEF19	0.031691993333333335	NA	NA
ARHGEF2	0.3221269666666667	NA	NA
ARHGEF25	-1.8812513333333334	NA	NA
ARHGEF26	0.18083439999999998	NA	NA
ARHGEF3	1.9142463333333333	NA	NA
ARHGEF34P	0.09246263333333334	NA	NA
ARHGEF35	0.31205846666666665	NA	NA
ARHGEF39	-0.26507153333333333	NA	NA
ARHGEF5	0.11243306	NA	NA
ARHGEF7	-0.7785853333333334	NA	NA
ARID1A	-0.11786733333333335	NA	NA
ARID1B	0.3259342	NA	NA
ARID2	0.05886610000000001	NA	NA
ARID3A	0.4442969	NA	NA
ARID5A	-1.6370126666666667	NA	NA
ARIH1	0.9998976666666667	NA	NA
ARIH2	0.02575143333333334	NA	NA
ARL1	1.0544420333333333	NA	NA
ARL14EP	1.1016086666666667	NA	NA
ARL16	0.31274326666666663	NA	NA
ARL2	0.10647775	NA	NA
ARL2BP	0.48119696666666667	NA	NA
ARL3	0.418349345525106	0.740561378358821	NA
ARL5A	1.4220456666666668	NA	NA
ARL6IP1	1.4320626666666667	NA	NA
ARL6IP4	0.27890967333333333	NA	NA
ARL6IP5	1.0455913333333333	NA	NA
ARL6IP6	-0.29776172666666667	NA	NA
ARL8A	1.623063	NA	NA
ARL8B	1.4056203333333332	NA	NA
ARMC1	1.80043641726176	1.66414114623491	NA
ARMC10	0.7659279666666666	NA	NA
ARMC5	-1.4911666666666668	NA	NA
ARMC6	-0.3007509	NA	NA
ARMC7	-1.2831863333333333	NA	NA
ARMC8	0.6853715666666667	NA	NA
ARMC9	-0.07122095666666667	NA	NA
ARMCX3	0.8905226666666667	NA	NA
ARMCX5	0.5936269333333334	NA	NA
ARMCX6	-0.5663189	NA	NA
ARNT	0.6751577333333334	NA	NA
ARNT2	-2.527746	NA	NA
ARNTL	0.8170754333333333	NA	NA
ARPC1A	0.18324933333333332	NA	NA
ARPC1B	0.7110949	NA	NA
ARPC2	0.125751	NA	NA
ARPC3	0.7341287666666667	NA	NA
ARPC4	-0.17791796666666665	NA	NA
ARPC5	0.4345784266666667	NA	NA
ARPC5L	0.34757946666666667	NA	NA
ARPP19	0.9635726666666667	NA	NA
ARRB1	-1.8968453333333333	NA	NA
ARRB2	-0.027510493333333334	NA	NA
ARRDC1	0.8542547	NA	NA
ARRDC2	0.8371977333333334	NA	NA
ARRDC4	-0.04645736	NA	NA
ARSA	-0.35529903333333335	NA	NA
ARSB	0.25279989999999997	NA	NA
ARSD	-1.749973	NA	NA
ARSG	-0.6527668333333333	NA	NA
ARTN	-0.9419741333333334	NA	NA
ARV1	0.29487595666666666	NA	NA
ARVCF	0.5585512	NA	NA
ASAH1	0.702094	NA	NA
ASAP1	-0.09406927333333331	NA	NA
ASAP2	0.20810703333333333	NA	NA
ASAP3	0.5021753333333333	NA	NA
ASB1	0.18677897666666665	NA	NA
ASB13	-1.410773	NA	NA
ASB16-AS1	-0.456833	NA	NA
ASB3	1.540866	NA	NA
ASB6	-0.05971232333333333	NA	NA
ASB7	0.9649519999999999	NA	NA
ASB8	1.1500253333333335	NA	NA
ASCC1	-0.21225643333333333	NA	NA
ASCC2	-0.05410544093333333	NA	NA
ASCC3	0.699662	NA	NA
ASF1A	0.991096059481303	1.09783115813955	NA
ASF1B	-0.4198103	NA	NA
ASH1L	-0.41491767	NA	NA
ASH1L-AS1	0.6108261	NA	NA
ASH2L	-0.3076106	NA	NA
ASIC1	-0.6896209666666666	NA	NA
ASL	-0.7124877	NA	NA
ASMTL	-0.637952	NA	NA
ASNA1	0.473313	NA	NA
ASNS	0.182062307993571	1.33333332392692	NA
ASNSD1	0.9349769666666666	NA	NA
ASPH	-0.3555650733333333	NA	NA
ASPHD1	0.2734621666666667	NA	NA
ASPSCR1	0.01609724999999999	NA	NA
ASRGL1	0.037041199999999996	NA	NA
ASS1	-0.10676796666666667	NA	NA
ASUN	0.8435963	NA	NA
ASXL1	-0.41150833333333336	NA	NA
ASXL2	0.01905103333333334	NA	NA
ATAD1	1.3902957	NA	NA
ATAD2	0.9714173666666667	NA	NA
ATAD3A	-0.9623717	NA	NA
ATAD3B	-0.6104769666666666	NA	NA
ATF1	1.46050333976746	1.30330843338463	NA
ATF2	2.3502899999999998	NA	NA
ATF3	3.10193	NA	NA
ATF4	1.0561013333333333	NA	NA
ATF5	-0.5215361	NA	NA
ATF6	0.40864897	NA	NA
ATF6B	-0.41680463333333334	NA	NA
ATF7	0.9909672666666667	NA	NA
ATF7IP	1.4878096333333333	NA	NA
ATG10	0.03323202	NA	NA
ATG101	0.5911027666666667	NA	NA
ATG12	1.7094473333333333	NA	NA
ATG13	0.2885976	NA	NA
ATG14	1.2230427000000001	NA	NA
ATG16L1	0.2293629	NA	NA
ATG16L2	-0.7658317333333333	NA	NA
ATG2A	-0.584327300389608	2.03721982858677	NA
ATG2B	0.30896873333333336	NA	NA
ATG3	1.0156250333333334	NA	NA
ATG4A	0.6136286666666666	NA	NA
ATG4B	-2.2435163333333334	NA	NA
ATG4D	0.8774026333333333	NA	NA
ATG5	1.179751	NA	NA
ATG7	-1.3865816666666666	NA	NA
ATG9A	-0.07975640466666667	NA	NA
ATHL1	-0.33534006666666666	NA	NA
ATIC	-0.14197286	NA	NA
ATL2	1.3154633666666666	NA	NA
ATL3	0.04939396666666667	NA	NA
ATMIN	0.50928704	NA	NA
ATN1	0.387292861938477	1.58052872947755	NA
ATOX1	0.3063477	NA	NA
ATP11A	-0.8637700666666667	NA	NA
ATP11B	1.1127136666666666	NA	NA
ATP11C	0.40610206666666665	NA	NA
ATP13A1	-1.1635343333333334	NA	NA
ATP13A2	-1.3365426666666667	NA	NA
ATP13A3	0.46726636666666665	NA	NA
ATP1A1	-0.08177345333333333	NA	NA
ATP1A1-AS1	-0.8964070333333334	NA	NA
ATP1B1	0.4755474	NA	NA
ATP1B3	-0.2791498333333333	NA	NA
ATP2A2	-0.23884518	NA	NA
ATP2A3	-0.3421019	NA	NA
ATP2B1	0.7275196833333334	NA	NA
ATP2B4	-0.7416043	NA	NA
ATP2C1	-0.0023678066666666755	NA	NA
ATP2C2	-1.260522	NA	NA
ATP5A1	0.044127146666666665	NA	NA
ATP5B	0.33249253333333334	NA	NA
ATP5C1	0.6246633666666667	NA	NA
ATP5D	-0.34602165222168	0.388452265518876	NA
ATP5E	0.7272389666666667	NA	NA
ATP5EP2	0.8399824666666666	NA	NA
ATP5F1	0.48807430267334	1.41384476793116	NA
ATP5G1	-0.18685564666666665	NA	NA
ATP5G2	-0.056156466666666675	NA	NA
ATP5G3	-0.11690028666666667	NA	NA
ATP5H	-0.1983873	NA	NA
ATP5I	0.16867351333333333	NA	NA
ATP5J	0.16561586	NA	NA
ATP5J2	0.24010435666666669	NA	NA
ATP5L	0.527459	NA	NA
ATP5L2	0.6054273333333333	NA	NA
ATP5O	-0.2367112	NA	NA
ATP5S	-0.03601399936666667	NA	NA
ATP5SL	0.389394998550415	1.69579250743028	NA
ATP6AP1	0.018908503333333333	NA	NA
ATP6AP2	0.555391311645508	1.00616723010475	NA
ATP6V0A1	-1.924552	NA	NA
ATP6V0A2	-0.31835451666666664	NA	NA
ATP6V0A4	-1.2786953333333333	NA	NA
ATP6V0B	0.1233650685	NA	NA
ATP6V0C	-0.2714805666666667	NA	NA
ATP6V0D1	-0.6123679333333333	NA	NA
ATP6V0E1	0.11640706099999999	NA	NA
ATP6V0E2	0.2750766	NA	NA
ATP6V1A	1.1257974	NA	NA
ATP6V1B2	0.48749033333333336	NA	NA
ATP6V1C1	0.901921669642131	0.959345468425566	NA
ATP6V1C2	0.06782802333333333	NA	NA
ATP6V1D	0.9019751	NA	NA
ATP6V1E1	1.3436063333333335	NA	NA
ATP6V1F	0.7927119	NA	NA
ATP6V1G1	1.5450706666666667	NA	NA
ATP6V1H	0.5570059666666667	NA	NA
ATP8B1	1.2286073	NA	NA
ATP8B2	0.18176166666666665	NA	NA
ATP8B5P	0.5225519833333333	NA	NA
ATP9A	-1.219952	NA	NA
ATPAF1	0.04700303333333333	NA	NA
ATPAF2	-0.11458103333333333	NA	NA
ATPIF1	0.6240380333333333	NA	NA
ATR	-0.1573254666666667	NA	NA
ATRAID	-0.17150768333333333	NA	NA
ATRIP	-1.0063186	NA	NA
ATRN	-0.6346513666666667	NA	NA
ATXN10	-0.11023228	NA	NA
ATXN1L	0.5379793666666667	NA	NA
ATXN2	0.7599436333333334	NA	NA
ATXN2L	0.6037505666666667	NA	NA
